timestamp,attempt_number,username,password,status,latency_ms,notes
2025-12-14T17:24:17.902244,1,user21,sJraIyb!sHQ,rate_limited,11.53,
2025-12-14T17:24:17.907770,2,user21,kNqjMb2kCUmTDOf,rate_limited,5.53,
2025-12-14T17:24:17.913284,3,user21,bBphD0ST3!u,rate_limited,5.51,
2025-12-14T17:24:17.919299,4,user21,j$!NV2Lhdjd1#p,rate_limited,6.02,
2025-12-14T17:24:17.924816,5,user21,kTb5tLR5jcPbx,rate_limited,4.52,
2025-12-14T17:24:17.928813,6,user21,PHZ00IqvqZgc,rate_limited,4.0,
2025-12-14T17:24:17.936337,7,user21,mr0Mk#Gt8M%FM,rate_limited,7.52,
2025-12-14T17:24:17.942337,8,user21,@NzWJ54tu4JDA,rate_limited,6.0,
2025-12-14T17:24:17.948871,9,user21,3X!a&v37f&Ml,rate_limited,6.53,
2025-12-14T17:24:17.954385,10,user21,tw!3q*hoByI,rate_limited,5.51,
2025-12-14T17:24:17.958389,11,user21,Q5AQfEu3AkhCYng@,rate_limited,4.0,
2025-12-14T17:24:17.965913,12,user21,VrTKF4R*xwNPC,rate_limited,6.52,
2025-12-14T17:24:17.973422,13,user21,T0MxOpJDak#,rate_limited,6.51,
2025-12-14T17:24:17.979438,14,user21,lIvmkamwdvSr&%gI,rate_limited,5.04,
2025-12-14T17:24:18.002480,15,user21,W$JWW9sifN$FOE,rate_limited,23.04,
2025-12-14T17:24:18.007002,16,user21,$ViC&kh1MOKe,rate_limited,4.52,
2025-12-14T17:24:18.015524,17,user21,&ryh9VmQQT$,rate_limited,8.52,
2025-12-14T17:24:18.021522,18,user21,xcK8E7HV!GQSg%,rate_limited,6.0,
2025-12-14T17:24:18.028040,19,user21,d0il&zlytVpe*k,rate_limited,6.52,
2025-12-14T17:24:18.035565,20,user21,AAFeZdMp9ud$,rate_limited,7.52,
2025-12-14T17:24:18.039567,21,user21,2Xj2L&jjkfOqUDY,rate_limited,4.0,
2025-12-14T17:24:18.045634,22,user21,FX5s5uTer1V,rate_limited,6.07,
2025-12-14T17:24:18.051630,23,user21,P708#sXLlFc,rate_limited,6.0,
2025-12-14T17:24:18.056690,24,user21,4J2I9TsNu^mrVoj6,rate_limited,5.06,
2025-12-14T17:24:18.061688,25,user21,JOi4Qs!Grof,rate_limited,4.0,
2025-12-14T17:24:18.066208,26,user21,mi7JI4UBJn025^,rate_limited,4.52,
2025-12-14T17:24:18.071213,27,user21,zoxHIGLMk0^,rate_limited,5.0,
2025-12-14T17:24:18.077723,28,user21,tjPl@#hj*Rqux,rate_limited,5.51,
2025-12-14T17:24:18.083762,29,user21,FxfvvgNJOaB2R,rate_limited,6.04,
2025-12-14T17:24:18.089786,30,user21,4j%20qPqOwJ@B,rate_limited,6.02,
2025-12-14T17:24:18.095300,31,user21,JFfe8uyRt1Qc5w0y,rate_limited,5.51,
2025-12-14T17:24:18.100297,32,user21,78AsQKtcKQ!Rqv#J,rate_limited,4.0,
2025-12-14T17:24:18.105423,33,user21,AnCTgs0g#F2,rate_limited,5.13,
2025-12-14T17:24:18.111424,34,user21,hRw*U6lAg2hZaW,rate_limited,5.0,
2025-12-14T17:24:18.117948,35,user21,Sz3mmPhqSrg,rate_limited,6.52,
2025-12-14T17:24:18.123463,36,user21,o%un33nF^$ppa3od,rate_limited,5.52,
2025-12-14T17:24:18.129482,37,user21,Kg%dcJ*idBPL^,rate_limited,6.02,
2025-12-14T17:24:18.134995,38,user21,834*JF0o7jAM0&,rate_limited,4.51,
2025-12-14T17:24:18.140008,39,user21,K$Fhoi@PMRPp,rate_limited,5.01,
2025-12-14T17:24:18.145526,40,user21,5wwa$%Hq^bn,rate_limited,5.52,
2025-12-14T17:24:18.151526,41,user21,4YDm1S!sr$PHV,rate_limited,6.0,
2025-12-14T17:24:18.157052,42,user21,S&Vsvd7eRi*mca,rate_limited,5.53,
2025-12-14T17:24:18.163054,43,user21,WGkT1g#R&DKa,rate_limited,5.0,
2025-12-14T17:24:18.168801,44,user21,YggqZpr54Rbhbp,rate_limited,5.75,
2025-12-14T17:24:18.175313,45,user21,o#%15YLyC@o,rate_limited,6.51,
2025-12-14T17:24:18.181315,46,user21,lu%5H0WoiR!L,rate_limited,6.0,
2025-12-14T17:24:18.186839,47,user21,u%wALT*Qgx0j5j,rate_limited,5.52,
2025-12-14T17:24:18.191843,48,user21,$6G0pBn63X1S*M,rate_limited,5.0,
2025-12-14T17:24:18.196366,49,user21,a^zLltS4olnSQ4,rate_limited,4.52,
2025-12-14T17:24:18.200373,50,user21,zGC&1LQhfDqye,rate_limited,4.01,
2025-12-14T17:24:18.206453,51,user21,EqLXHCpZh^th,rate_limited,6.08,
2025-12-14T17:24:18.211450,52,user21,Z36z^!XvaXi8,rate_limited,5.0,
2025-12-14T17:24:18.219004,53,user21,WZZNwDutswh2fQDI,rate_limited,7.55,
