timestamp,password_attempt,username,status,latency_ms,notes
2025-12-14T17:25:03.769458,123456,user01,locked_out,6.55,
2025-12-14T17:25:03.790101,123456,user02,fail,15.11,captcha_bypass;
2025-12-14T17:25:03.797629,123456,user03,locked_out,7.53,
2025-12-14T17:25:03.806193,123456,user04,locked_out,8.56,
2025-12-14T17:25:03.827793,123456,user05,fail,17.52,captcha_bypass;
2025-12-14T17:25:03.836353,123456,user06,locked_out,8.56,
2025-12-14T17:25:03.842862,123456,user07,locked_out,6.51,
2025-12-14T17:25:03.849424,123456,user08,locked_out,5.02,
2025-12-14T17:25:03.854523,123456,user09,locked_out,5.1,
2025-12-14T17:25:03.858530,123456,user10,locked_out,4.01,
2025-12-14T17:25:03.863035,123456,user11,locked_out,4.51,
2025-12-14T17:25:03.868056,123456,user12,locked_out,5.02,
2025-12-14T17:25:03.877566,123456,user13,locked_out,9.51,
2025-12-14T17:25:03.885081,123456,user14,locked_out,7.51,
2025-12-14T17:25:03.895138,123456,user15,locked_out,10.06,
2025-12-14T17:25:03.902137,123456,user16,locked_out,7.0,
2025-12-14T17:25:03.908673,123456,user17,locked_out,6.54,
2025-12-14T17:25:03.919202,123456,user18,locked_out,10.53,
2025-12-14T17:25:03.927712,123456,user19,locked_out,8.51,
2025-12-14T17:25:03.942220,123456,user20,locked_out,14.51,
2025-12-14T17:25:03.981794,123456,user21,locked_out,38.57,
2025-12-14T17:25:03.990342,123456,user22,locked_out,8.55,
2025-12-14T17:25:04.001412,123456,user23,locked_out,11.07,
2025-12-14T17:25:04.008499,123456,user24,locked_out,7.09,
2025-12-14T17:25:04.014015,123456,user25,locked_out,5.52,
2025-12-14T17:25:04.021021,123456,user26,rate_limited_global,6.01,
2025-12-14T17:25:04.026280,123456,user27,locked_out,5.26,
2025-12-14T17:25:04.031282,123456,user28,locked_out,5.0,
2025-12-14T17:25:04.037456,123456,user29,locked_out,6.17,
2025-12-14T17:25:04.042941,123456,user30,locked_out,5.48,
2025-12-14T17:25:04.048488,password,user01,locked_out,5.55,
2025-12-14T17:25:04.051489,password,user02,locked_out,3.0,
2025-12-14T17:25:04.058011,password,user03,locked_out,6.52,
2025-12-14T17:25:04.061037,password,user04,locked_out,3.03,
2025-12-14T17:25:04.065522,password,user05,locked_out,4.48,
2025-12-14T17:25:04.069522,password,user06,locked_out,4.0,
2025-12-14T17:25:04.076404,password,user07,locked_out,6.88,
2025-12-14T17:25:04.081401,password,user08,locked_out,5.0,
2025-12-14T17:25:04.091463,password,user09,locked_out,10.06,
2025-12-14T17:25:04.096920,password,user10,locked_out,5.46,
2025-12-14T17:25:04.101914,password,user11,locked_out,4.99,
2025-12-14T17:25:04.112947,password,user12,locked_out,8.52,
2025-12-14T17:25:04.120513,password,user13,locked_out,7.57,
2025-12-14T17:25:04.125025,password,user14,locked_out,4.51,
2025-12-14T17:25:04.131021,password,user15,locked_out,6.0,
2025-12-14T17:25:04.137547,password,user16,locked_out,6.53,
2025-12-14T17:25:04.143053,password,user17,locked_out,5.51,
2025-12-14T17:25:04.148085,password,user18,locked_out,5.03,
2025-12-14T17:25:04.154596,password,user19,locked_out,6.51,
2025-12-14T17:25:04.160596,password,user20,locked_out,6.0,
2025-12-14T17:25:04.166112,password,user21,locked_out,5.52,
2025-12-14T17:25:04.172114,password,user22,locked_out,6.0,
2025-12-14T17:25:04.179135,password,user23,locked_out,7.02,
2025-12-14T17:25:04.184646,password,user24,locked_out,5.51,
2025-12-14T17:25:04.188652,password,user25,locked_out,4.01,
2025-12-14T17:25:04.193162,password,user26,rate_limited_global,4.51,
2025-12-14T17:25:04.197173,password,user27,locked_out,4.01,
2025-12-14T17:25:04.201173,password,user28,locked_out,4.0,
2025-12-14T17:25:04.207729,password,user29,locked_out,6.56,
2025-12-14T17:25:04.211730,password,user30,locked_out,4.0,
2025-12-14T17:25:04.219258,123456789,user01,locked_out,6.02,
2025-12-14T17:25:04.223759,123456789,user02,locked_out,4.5,
2025-12-14T17:25:04.228770,123456789,user03,locked_out,5.01,
2025-12-14T17:25:04.234297,123456789,user04,locked_out,5.53,
2025-12-14T17:25:04.245491,123456789,user05,locked_out,10.18,
2025-12-14T17:25:04.251486,123456789,user06,locked_out,5.99,
2025-12-14T17:25:04.261033,123456789,user07,locked_out,9.55,
2025-12-14T17:25:04.269297,123456789,user08,locked_out,8.26,
2025-12-14T17:25:04.279354,123456789,user09,locked_out,10.06,
2025-12-14T17:25:04.287548,123456789,user10,locked_out,8.19,
2025-12-14T17:25:04.298134,123456789,user11,locked_out,10.59,
2025-12-14T17:25:04.304534,123456789,user12,locked_out,6.4,
2025-12-14T17:25:04.309543,123456789,user13,locked_out,5.01,
2025-12-14T17:25:04.316095,123456789,user14,locked_out,5.55,
2025-12-14T17:25:04.321092,123456789,user15,locked_out,5.0,
2025-12-14T17:25:04.326515,123456789,user16,locked_out,5.42,
2025-12-14T17:25:04.333028,123456789,user17,locked_out,6.51,
2025-12-14T17:25:04.341054,123456789,user18,locked_out,8.03,
2025-12-14T17:25:04.347254,123456789,user19,locked_out,6.2,
2025-12-14T17:25:04.351253,123456789,user20,locked_out,4.0,
2025-12-14T17:25:04.355779,123456789,user21,locked_out,4.53,
2025-12-14T17:25:04.360782,123456789,user22,locked_out,5.0,
2025-12-14T17:25:04.367294,123456789,user23,locked_out,5.52,
2025-12-14T17:25:04.372300,123456789,user24,locked_out,5.01,
2025-12-14T17:25:04.378375,123456789,user25,locked_out,6.07,
2025-12-14T17:25:04.386415,123456789,user26,rate_limited_global,8.04,
2025-12-14T17:25:04.390414,123456789,user27,locked_out,4.0,
2025-12-14T17:25:04.395488,123456789,user28,locked_out,5.07,
2025-12-14T17:25:04.401488,123456789,user29,locked_out,6.0,
2025-12-14T17:25:04.407657,123456789,user30,locked_out,6.17,
2025-12-14T17:25:04.413156,12345,user01,locked_out,5.5,
2025-12-14T17:25:04.419190,12345,user02,locked_out,6.03,
2025-12-14T17:25:04.424332,12345,user03,locked_out,5.14,
2025-12-14T17:25:04.429341,12345,user04,locked_out,5.01,
2025-12-14T17:25:04.437404,12345,user05,locked_out,8.06,
2025-12-14T17:25:04.442918,12345,user06,locked_out,5.51,
2025-12-14T17:25:04.449470,12345,user07,locked_out,6.55,
2025-12-14T17:25:04.456008,12345,user08,locked_out,6.54,
2025-12-14T17:25:04.468046,12345,user09,locked_out,12.04,
2025-12-14T17:25:04.473046,12345,user10,locked_out,5.0,
2025-12-14T17:25:04.480626,12345,user11,locked_out,7.58,
2025-12-14T17:25:04.488166,12345,user12,locked_out,7.54,
2025-12-14T17:25:04.493677,12345,user13,locked_out,5.51,
2025-12-14T17:25:04.498697,12345,user14,locked_out,5.02,
2025-12-14T17:25:04.504221,12345,user15,locked_out,5.52,
2025-12-14T17:25:04.518303,12345,user16,locked_out,14.08,
2025-12-14T17:25:04.527884,12345,user17,locked_out,9.58,
2025-12-14T17:25:04.534601,12345,user18,locked_out,6.72,
2025-12-14T17:25:04.541609,12345,user19,locked_out,7.01,
2025-12-14T17:25:04.547121,12345,user20,locked_out,5.51,
2025-12-14T17:25:04.551122,12345,user21,locked_out,4.0,
2025-12-14T17:25:04.559658,12345,user22,locked_out,8.54,
2025-12-14T17:25:04.566173,12345,user23,locked_out,6.52,
2025-12-14T17:25:04.572175,12345,user24,locked_out,6.0,
2025-12-14T17:25:04.578697,12345,user25,locked_out,5.52,
2025-12-14T17:25:04.584319,12345,user26,rate_limited_global,5.62,
2025-12-14T17:25:04.591327,12345,user27,locked_out,7.01,
2025-12-14T17:25:04.596401,12345,user28,locked_out,5.07,
2025-12-14T17:25:04.602911,12345,user29,locked_out,6.51,
2025-12-14T17:25:04.608466,12345,user30,locked_out,5.55,
2025-12-14T17:25:04.614646,12345678,user01,locked_out,5.18,
2025-12-14T17:25:04.620656,12345678,user02,rate_limited_global,6.01,
2025-12-14T17:25:04.625168,12345678,user03,locked_out,4.51,
2025-12-14T17:25:04.629171,12345678,user04,locked_out,4.0,
2025-12-14T17:25:04.634696,12345678,user05,rate_limited_global,5.53,
2025-12-14T17:25:04.640691,12345678,user06,locked_out,5.99,
2025-12-14T17:25:04.646896,12345678,user07,locked_out,6.21,
2025-12-14T17:25:04.651895,12345678,user08,locked_out,5.0,
2025-12-14T17:25:04.660462,12345678,user09,locked_out,7.56,
2025-12-14T17:25:04.665743,12345678,user10,locked_out,4.28,
2025-12-14T17:25:04.674303,12345678,user11,locked_out,8.56,
2025-12-14T17:25:04.683337,12345678,user12,locked_out,9.03,
2025-12-14T17:25:04.688354,12345678,user13,locked_out,5.02,
2025-12-14T17:25:04.692861,12345678,user14,locked_out,4.51,
2025-12-14T17:25:04.697399,12345678,user15,locked_out,4.54,
2025-12-14T17:25:04.706510,12345678,user16,locked_out,9.11,
2025-12-14T17:25:04.713000,12345678,user17,locked_out,6.49,
2025-12-14T17:25:04.719032,12345678,user18,locked_out,6.03,
2025-12-14T17:25:04.734270,12345678,user19,locked_out,15.24,
2025-12-14T17:25:04.741279,12345678,user20,locked_out,7.01,
2025-12-14T17:25:04.747800,12345678,user21,locked_out,6.52,
2025-12-14T17:25:04.755327,12345678,user22,locked_out,7.53,
2025-12-14T17:25:04.760327,12345678,user23,locked_out,5.0,
2025-12-14T17:25:04.766416,12345678,user24,locked_out,6.09,
2025-12-14T17:25:04.772954,12345678,user25,locked_out,6.54,
2025-12-14T17:25:04.779633,12345678,user26,rate_limited_global,6.68,
2025-12-14T17:25:04.785679,12345678,user27,locked_out,6.05,
2025-12-14T17:25:04.800161,12345678,user28,locked_out,14.48,
2025-12-14T17:25:04.806916,12345678,user29,locked_out,6.76,
2025-12-14T17:25:04.811915,12345678,user30,locked_out,5.0,
2025-12-14T17:25:04.818620,qwerty,user01,rate_limited_global,6.71,
2025-12-14T17:25:04.825142,qwerty,user02,rate_limited_global,6.52,
2025-12-14T17:25:04.831143,qwerty,user03,rate_limited_global,6.0,
2025-12-14T17:25:04.838667,qwerty,user04,rate_limited_global,7.52,
2025-12-14T17:25:04.846204,qwerty,user05,rate_limited_global,7.54,
2025-12-14T17:25:04.857742,qwerty,user06,rate_limited_global,11.54,
2025-12-14T17:25:04.863243,qwerty,user07,rate_limited_global,5.5,
2025-12-14T17:25:04.869262,qwerty,user08,rate_limited_global,6.02,
2025-12-14T17:25:04.880882,qwerty,user09,rate_limited_global,11.62,
2025-12-14T17:25:04.896475,qwerty,user10,rate_limited_global,15.59,
2025-12-14T17:25:04.913058,qwerty,user11,rate_limited_global,16.58,
2025-12-14T17:25:04.923089,qwerty,user12,rate_limited_global,10.03,
2025-12-14T17:25:04.930615,qwerty,user13,rate_limited_global,7.53,
2025-12-14T17:25:04.942140,qwerty,user14,rate_limited_global,11.53,
2025-12-14T17:25:04.975258,qwerty,user15,rate_limited_global,33.12,
2025-12-14T17:25:04.985303,qwerty,user16,rate_limited_global,10.04,
2025-12-14T17:25:04.998829,qwerty,user17,rate_limited_global,12.53,
2025-12-14T17:25:05.025534,qwerty,user18,rate_limited_global,26.7,
2025-12-14T17:25:05.036067,qwerty,user19,rate_limited_global,10.53,
2025-12-14T17:25:05.047592,qwerty,user20,rate_limited_global,11.52,
2025-12-14T17:25:05.056137,qwerty,user21,rate_limited_global,8.54,
2025-12-14T17:25:05.070206,qwerty,user22,rate_limited_global,14.07,
