timestamp,attempt_number,username,password,status,latency_ms,notes
2025-12-11T17:04:24.004744,1,user06,nkxv5t,fail,6.98,
2025-12-11T17:04:24.012755,2,user06,vggt3,fail,8.01,
2025-12-11T17:04:24.018296,3,user06,19crc9,fail,5.54,
2025-12-11T17:04:24.022811,4,user06,35dn08,fail,4.51,
2025-12-11T17:04:24.031356,5,user06,r89sp,fail,8.54,
2025-12-11T17:04:24.035864,6,user06,nmac1j,fail,4.51,
2025-12-11T17:04:24.040899,7,user06,rlirua,fail,5.03,
2025-12-11T17:04:24.053975,8,user06,z1d3zi,fail,13.08,
2025-12-11T17:04:24.059554,9,user06,qnq8,fail,5.58,
2025-12-11T17:04:24.063078,10,user06,d3hido,fail,3.52,
2025-12-11T17:04:24.066079,11,user06,6fre1p,fail,3.0,
2025-12-11T17:04:24.069150,12,user06,0fzad,fail,3.07,
2025-12-11T17:04:24.074162,13,user06,46z0h,fail,5.01,
2025-12-11T17:04:24.078671,14,user06,vbm9o,fail,4.51,
2025-12-11T17:04:24.084221,15,user06,0e80a2,fail,5.55,
2025-12-11T17:04:24.087742,16,user06,634mo,fail,3.52,
2025-12-11T17:04:24.095364,17,user06,ggsymd,fail,7.62,
2025-12-11T17:04:24.100874,18,user06,m2zzl,fail,5.51,
2025-12-11T17:04:24.104055,19,user06,ur37m1,fail,3.18,
2025-12-11T17:04:24.108559,20,user06,vl8i,fail,4.5,
2025-12-11T17:04:24.114078,21,user06,9efft,fail,5.52,
2025-12-11T17:04:24.117124,22,user06,52udr,fail,3.05,
2025-12-11T17:04:24.121174,23,user06,ydg92,fail,4.05,
2025-12-11T17:04:24.126185,24,user06,gxk26h,fail,5.01,
2025-12-11T17:04:24.131215,25,user06,vvy6lg,fail,5.03,
2025-12-11T17:04:24.133774,26,user06,hc6hxp,fail,2.56,
2025-12-11T17:04:24.136787,27,user06,g9xfeq,fail,3.01,
2025-12-11T17:04:24.141813,28,user06,t4kiu6,fail,5.03,
2025-12-11T17:04:24.145811,29,user06,mhx7,fail,4.0,
2025-12-11T17:04:24.150147,30,user06,5emb,fail,4.34,
2025-12-11T17:04:24.153142,31,user06,apsgl,fail,2.99,
2025-12-11T17:04:24.157648,32,user06,mtwm,fail,3.5,
2025-12-11T17:04:24.161161,33,user06,8jxim,fail,3.51,
2025-12-11T17:04:24.164190,34,user06,j0ic,fail,3.03,
2025-12-11T17:04:24.166172,35,user06,mxxhg6,fail,1.98,
2025-12-11T17:04:24.171194,36,user06,t3zx,fail,5.02,
2025-12-11T17:04:24.176209,37,user06,c1x2,fail,5.02,
2025-12-11T17:04:24.179738,38,user06,2m5l,fail,3.53,
2025-12-11T17:04:24.183738,39,user06,9bfi,fail,4.0,
2025-12-11T17:04:24.188253,40,user06,8w4zxa,fail,4.52,
2025-12-11T17:04:24.191800,41,user06,vdyoj,fail,3.55,
2025-12-11T17:04:24.194796,42,user06,8utdd,fail,2.02,
2025-12-11T17:04:24.197778,43,user06,1qwou,fail,2.98,
2025-12-11T17:04:24.200861,44,user06,vlm1,fail,3.08,
2025-12-11T17:04:24.204924,45,user06,lq9ua,fail,4.06,
2025-12-11T17:04:24.208463,46,user06,o4cu,fail,3.54,
2025-12-11T17:04:24.212199,47,user06,1vob,fail,3.74,
2025-12-11T17:04:24.216135,48,user06,xpkxv,fail,3.94,
2025-12-11T17:04:24.218726,49,user06,trt5,fail,2.59,
2025-12-11T17:04:24.221810,50,user06,hdzaw8,fail,3.08,
2025-12-11T17:04:24.225772,51,user06,r2s1ms,fail,3.96,
2025-12-11T17:04:24.229305,52,user06,1va7,fail,3.53,
2025-12-11T17:04:24.233831,53,user06,rfqc5,fail,3.53,
2025-12-11T17:04:24.236831,54,user06,jv36aj,fail,3.0,
2025-12-11T17:04:24.241016,55,user06,fkagj8,fail,4.19,
2025-12-11T17:04:24.245025,56,user06,lmjm6z,fail,4.01,
2025-12-11T17:04:24.249623,57,user06,a8iuu,fail,4.6,
2025-12-11T17:04:24.253157,58,user06,tcied,fail,3.53,
2025-12-11T17:04:24.256161,59,user06,70ot7,fail,3.0,
2025-12-11T17:04:24.260680,60,user06,vrx00,fail,4.52,
2025-12-11T17:04:24.262680,61,user06,4y816k,fail,2.0,
2025-12-11T17:04:24.267700,62,user06,8q3y,fail,5.02,
2025-12-11T17:04:24.272237,63,user06,gpodp,fail,4.54,
2025-12-11T17:04:24.275754,64,user06,cmc1vw,fail,3.52,
2025-12-11T17:04:24.279398,65,user06,9swye,fail,3.64,
2025-12-11T17:04:24.283915,66,user06,s698,fail,4.52,
2025-12-11T17:04:24.286919,67,user06,hlt0z,fail,3.0,
2025-12-11T17:04:24.290938,68,user06,lfy7v,fail,4.02,
2025-12-11T17:04:24.293994,69,user06,v9v7,fail,3.06,
2025-12-11T17:04:24.298508,70,user06,9hp1z2,fail,4.51,
2025-12-11T17:04:24.302032,71,user06,9390a2,fail,3.52,
2025-12-11T17:04:24.306037,72,user06,ij6nk,fail,4.0,
2025-12-11T17:04:24.310188,73,user06,873tev,fail,4.15,
2025-12-11T17:04:24.315277,74,user06,x5czc,fail,5.09,
2025-12-11T17:04:24.318716,75,user06,h7kkhu,fail,3.44,
